n_estimators,wmape_val,wmape_test
50,0.18067392863935117,0.1842406675709325
100,0.17976080158292654,0.18410675666118329
200,0.17991965498289514,0.1842587658873709
300,0.17974078587899378,0.18384896808946494
500,0.17906109664857453,0.18363950978575852
600,0.17887223525970694,0.1835372798340241
